!	0-36	37-44	45-51	52-59	60-67	68-77	78-84	85-100	101-104	105-127
!	!	!	!	!	!	!	!	!	!	!
!	2.40	2.40	2.40	2.40	2.40	2.40	2.40	2.40	2.40	2.40
!	0.4	0.4	!	!	!	!	!	!	!	!
!	1	1	1	1	1	1	1	1	1	1
?	?	?	?	?	?	?	?	?	?	?
!	46	46	46	46	46	74	74	107	107	107
!	!	!	!	!	!	!	!	!	!	!
!	46	46	46	46	46	!	!	-21	-21	-21
!	!	!	!	!	!	!	!	!	!	!
!	412	412	412	412	398	372	359	347	336	324
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
!	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138	0.138
!	28.198	19.801	19.801	19.801	13.897	13.897	10.697	8.709	7.349	4.529
!	29.6	29.6	29.6	29.6	29.6	29.6	29.6	29.6	29.6	33.8
!	0.277	0.277	0.277	0.277	0.277	0.277	0.277	0.277	0.277	0.277
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
!	5.011	5.011	4.529	4.529	4.141	4.141	3.811	3.521	3.279	3.070
!	100.0	97.9	95.8	93.7	91.6	89.5	87.4	84.2	82.1	77.9
!	1.060	1.060	1.060	1.060	1.060	1.060	1.060	1.060	1.060	1.060
!	!	!	!	!	!	!	!	!	!	!
!	4050	4050	4050	4050	4050	4050	3937	3937	3825	4162
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
!	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010
!	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
!	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010	0.010
!	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379	5.379
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
!	3.4	3.4	3.4	3.4	3.4	3.4	3.4	3.4	3.4	3.4
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?	?
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
?	?	?	?	?	?	?	?	?	?	?
!	!	!	!	!	!	!	!	!	!	!
!	!	!	!	!	!	!	!	!	!	!
